"component.id","kind","family","version","parameters","component.sha256"
"geometry.quadform.872bd1122fd3cdbf","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[1.25,0],[0,1.25]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","872bd1122fd3cdbf65194d251732b2e54812fc4bb76f33dd835fb9391f607ca4"
"geometry.quadform.991f5212afa33307","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[0.84999999999999998,0,0],[0,0.84999999999999998,0],[0,0,-1.2749999999999999]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","991f5212afa33307c0d453e24d24fe6a688f3c08ff177d56a01c769d364ac9e1"
"geometry.quadform.9c93f4dad18c71c0","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[1.25,0,0,0],[0,-1.25,0,0],[0,0,-2.5,0],[0,0,0,-5]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","9c93f4dad18c71c037525b0d50d6c066fc4550516d032df27b8006e30b8f623c"
"geometry.quadform.ad55f02afa8a84f6","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[0.84999999999999998,0],[0,-0.84999999999999998]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","ad55f02afa8a84f681ae629f75669ca5a89900750fc37491db0c9602eb71cf5c"
"geometry.quadform.b173bce14b058df1","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[1.5,0,0,0],[0,-1.5,0,0],[0,0,-3,0],[0,0,0,-6]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","b173bce14b058df1f64375b6113327457a380b6fcfb485d4a369a0cff431e20b"
"geometry.quadform.b4264ce17c641b34","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[1]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[1]},""forms"":{""type"":""list"",""names"":null,""values"":[]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[1]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0]}}}","b4264ce17c641b3451b2d279f8a246bc73444f38a603cc6a9cf67f024b738ead"
"geometry.quadform.b6206344ae216e11","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[2,0,0,0],[0,2,0,0],[0,0,4,0],[0,0,0,8]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","b6206344ae216e11dbd8044d89c8bb1a23ab0cf7702a3e1fc6adc676bf0709c8"
"geometry.quadform.b8b5556c70b9b4af","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[1.5,0,0],[0,1.5,0],[0,0,2.25]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","b8b5556c70b9b4af24896a38a52304dee8f6ebd2013a868958cff7d82f03a792"
"geometry.quadform.c9ccf02edfef50a5","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[1.25,0,0,0],[0,1.25,0,0],[0,0,-2.5,0],[0,0,0,-5]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","c9ccf02edfef50a5f5413b4dd00dc2cf05176deeb73db933ea77baae49ac3ce8"
"geometry.quadform.cc232a5142ddfbba","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[0.5,0],[0,0.5]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","cc232a5142ddfbba8b8103c98d946c43523dfe874a4a9341d206a07dbfc96a7d"
"geometry.quadform.cf759fead8113547","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[1.5,0],[0,1.5]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","cf759fead81135477ee72a86197ea4e0b268d3f3765c447bb91588f9229baf54"
"geometry.quadform.d26984f0743b4112","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[1.5,0,0,0],[0,1.5,0,0],[0,0,-3,0],[0,0,0,-6]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","d26984f0743b4112207e735457567536278f59a1a2ba2d66ff74d68debe4d482"
"geometry.quadform.dbd2769d221610f9","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[2,0,0,0],[0,2,0,0],[0,0,-4,0],[0,0,0,-8]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","dbd2769d221610f9099fd85123cc2e122799af77785b2ded71ee03aba3d070df"
"geometry.quadform.df718f8175d36a14","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[2,0,0,0],[0,-2,0,0],[0,0,-4,0],[0,0,0,-8]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","df718f8175d36a144776558fb27e3b5f656eed49a44d199bee8985b401593cdf"
"geometry.quadform.df754225c96f2c3e","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[1.25,0],[0,-1.25]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","df754225c96f2c3e601c08463b54c8211074eac3a26f1e820e18e3e1a0221ceb"
"geometry.quadform.e21151b915d4713f","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[0.34999999999999998,0,0],[0,-0.34999999999999998,0],[0,0,-0.52499999999999991]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","e21151b915d4713f2335fba149501a3e4667db919fdfa1c349937d3d357ef1be"
"geometry.quadform.e3946e339b936b85","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[0.34999999999999998,0],[0,0.34999999999999998]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","e3946e339b936b858842e948d18d4e270272aaf57ad046bc5008616e95c3d12b"
"geometry.quadform.e3c3dd419296ab2b","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[0.34999999999999998,0,0,0],[0,0.34999999999999998,0,0],[0,0,0.69999999999999996,0],[0,0,0,-1.3999999999999999]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","e3c3dd419296ab2bc16c9c0da9495f82a446581463f11093f2878360687743b5"
"geometry.quadform.eaa0d98d8da46251","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[1.25,0,0],[0,1.25,0],[0,0,-1.875]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","eaa0d98d8da46251020bfc2c963a6f670f7aeeb8ae5b7945665feb6918798410"
"geometry.quadform.eda3a6393c57cc6e","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","eda3a6393c57cc6e3c7b5998b727c665541e730f2a82d144eeb77bb1a4484a5e"
"geometry.quadform.f12242f5b5c4ef0a","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":4,""ncol"":4,""values"":[[1.5,0,0,0],[0,1.5,0,0],[0,0,3,0],[0,0,0,-6]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0,0]}}}","f12242f5b5c4ef0aeded87f03a866d686c43c37a92f5b9d98a8ffca0658b6f96"
"geometry.quadform.f962d4dc44c7e434","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[0.84999999999999998,0],[0,0.84999999999999998]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","f962d4dc44c7e4348ea9327795be967c95aaf902832b10a9fd4bd47f7748e8ae"
"geometry.quadform.fad1f539db20df1b","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":3,""ncol"":3,""values"":[[0.34999999999999998,0,0],[0,0.34999999999999998,0],[0,0,-0.52499999999999991]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[4]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0,0]}}}","fad1f539db20df1b31fc83935d72cf958326a386620eb7d2f00c5b3fc940b0c1"
"geometry.quadform.fc884fcae42ee5a3","geometry","quadform",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""forms"",""canonical.dim"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""forms"":{""type"":""list"",""names"":null,""values"":[{""type"":""double.matrix"",""nrow"":2,""ncol"":2,""values"":[[2,0],[0,2]],""row.names"":null,""column.names"":null}]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","fc884fcae42ee5a33e2854e5f24ee496591fc8f9529632c72c2ca0d3d0c1822f"
"geometry.simplex.00b16b0271617d41","geometry","simplex",1,"{""type"":""list"",""names"":[""parts"",""ambient.dim"",""intrinsic.dim""],""values"":{""parts"":{""type"":""integer"",""names"":null,""values"":[5]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[5]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[4]}}}","00b16b0271617d415b649c6281bbe911a3a753ea10dc412fc0eb6cbf5d5561b4"
"geometry.sphere.cap.0d1257e47a8665ba","geometry","sphere.cap",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""canonical.dim"",""radius"",""footprint.radius"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""radius"":{""type"":""double"",""names"":null,""values"":[2]},""footprint.radius"":{""type"":""double"",""names"":null,""values"":[1]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","0d1257e47a8665bac93a06ad875d4183a38a76e43611c9494df7de8f2304c5f8"
"geometry.torus.patch.23a6bdee8b644071","geometry","torus.patch",1,"{""type"":""list"",""names"":[""intrinsic.dim"",""ambient.dim"",""canonical.dim"",""u.range"",""v.range"",""major.radius"",""minor.radius"",""frame"",""frame.algorithm"",""frame.matrix"",""offset""],""values"":{""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]},""ambient.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""canonical.dim"":{""type"":""integer"",""names"":null,""values"":[3]},""u.range"":{""type"":""double"",""names"":null,""values"":[-1.5707963267948966,1.5707963267948966]},""v.range"":{""type"":""double"",""names"":null,""values"":[-1.5707963267948966,1.5707963267948966]},""major.radius"":{""type"":""double"",""names"":null,""values"":[1]},""minor.radius"":{""type"":""double"",""names"":null,""values"":[0.34999999999999998]},""frame"":{""type"":""character"",""names"":null,""values"":[""canonical""]},""frame.algorithm"":{""type"":""null""},""frame.matrix"":{""type"":""null""},""offset"":{""type"":""double"",""names"":null,""values"":[0,0,0]}}}","23a6bdee8b64407120c90e4aaa8b64a364128727ab6d53bc7868c7c3c186a9db"
