"recipe.id","spec.recipe.id","registry.tag","geometry.id","sampling.id","truth.id","response.id","compatibility.recipe","metadata","specification.sha256","status","version"
"S07.V3","S07.V3","S07_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.abfa5f03e03006f8","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S07""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""left boundary plus interior""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","54d68f99009c77e2950adca6916490980aa1a16b736cd4bb6a19573974d1d8ba","active",1
"S08.V1","S08.V1","S08_V1","geometry.quadform.b4264ce17c641b34","sampling.uniform.interval.a664af5a729cb000","truth.gaussian.mixture.f91f195b6c8dc6cf","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S08""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""interior plus right boundary""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V1""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""uniform gaussian""]}}}","20933c5e2a9af8d9c22ecb69a688df93c3b8f6a776d9750f7bd2be3186c11c58","active",1
"S08.V2","S08.V2","S08_V2","geometry.quadform.b4264ce17c641b34","sampling.truncated.normal.4c48fa6150152e62","truth.gaussian.mixture.f91f195b6c8dc6cf","response.heteroskedastic.gaussian.5b23d1c90f252d83","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S08""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""interior plus right boundary""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V2""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""center-biased heteroskedastic""]}}}","568955eeefcf629f559f03e94405c3e1b76e4653fc6d0fb49f7bd9c834a682f6","active",1
"S08.V3","S08.V3","S08_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.f91f195b6c8dc6cf","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S08""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""interior plus right boundary""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","a401d4f16d0daac058b5d4bbc89f8e9f7d07a38681ca41a25c8b23ce58d4fe07","active",1
"S09.V1","S09.V1","S09_V1","geometry.quadform.b4264ce17c641b34","sampling.uniform.interval.a664af5a729cb000","truth.gaussian.mixture.f4e7825b645e5b21","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S09""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""deep valley separated""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V1""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""uniform gaussian""]}}}","60a8f2276c807ffe6ba815b8ab8592d0ac3ef8a5d5f0c235697d0fe7305fdf95","active",1
"S09.V2","S09.V2","S09_V2","geometry.quadform.b4264ce17c641b34","sampling.truncated.normal.4c48fa6150152e62","truth.gaussian.mixture.f4e7825b645e5b21","response.heteroskedastic.gaussian.5b23d1c90f252d83","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S09""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""deep valley separated""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V2""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""center-biased heteroskedastic""]}}}","8eee999a45b719067fdd2b266b89fca169926a923789ea693afe436084033eca","active",1
"S09.V3","S09.V3","S09_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.f4e7825b645e5b21","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S09""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""deep valley separated""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","fbe4fff927cfa05e3fc05857e93d658e40ec7123d5ddde97498269ca05421386","active",1
"S10.V1","S10.V1","S10_V1","geometry.quadform.b4264ce17c641b34","sampling.uniform.interval.a664af5a729cb000","truth.gaussian.mixture.ef9913997b7470b0","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S10""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""nearly unimodal overlap""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V1""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""uniform gaussian""]}}}","051a813e57dc6f7450ec7ec783dd78a85dbef376eb0c27e5153e80f007552ad9","active",1
"S10.V2","S10.V2","S10_V2","geometry.quadform.b4264ce17c641b34","sampling.truncated.normal.4c48fa6150152e62","truth.gaussian.mixture.ef9913997b7470b0","response.heteroskedastic.gaussian.5b23d1c90f252d83","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S10""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""nearly unimodal overlap""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V2""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""center-biased heteroskedastic""]}}}","f53d9d1fb459e66235d17460a2a51ea0a25adf8750dd7d9db7d7188bed18ee55","active",1
"S10.V3","S10.V3","S10_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.ef9913997b7470b0","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S10""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""nearly unimodal overlap""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","2d870a5246ea62eabfaadccb3a6aebf642ccc7e3412bc2e55039de2eeeb2f59e","active",1
"S11.V1","S11.V1","S11_V1","geometry.quadform.b4264ce17c641b34","sampling.uniform.interval.a664af5a729cb000","truth.gaussian.mixture.a4c99cc001b236a3","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S11""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""three separated peaks""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V1""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""uniform gaussian""]}}}","8400eaabb8b8daf50f64d39d9326dfe7c7deee25da50e2460faa19078602a02c","active",1
"S11.V2","S11.V2","S11_V2","geometry.quadform.b4264ce17c641b34","sampling.truncated.normal.4c48fa6150152e62","truth.gaussian.mixture.a4c99cc001b236a3","response.heteroskedastic.gaussian.5b23d1c90f252d83","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S11""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""three separated peaks""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V2""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""center-biased heteroskedastic""]}}}","5e81418d39916f33f32b02fa54cbc384ff8e46f413224b27413cd2398b963bc2","active",1
"S11.V3","S11.V3","S11_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.a4c99cc001b236a3","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S11""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""three separated peaks""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","1b656df00bacadae51d99589ed2d34fa2fcb801cde2ff372e33c3170db640048","active",1
"S12.V1","S12.V1","S12_V1","geometry.quadform.b4264ce17c641b34","sampling.uniform.interval.a664af5a729cb000","truth.gaussian.mixture.11e702effeb2a3ad","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S12""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""dominant center side bumps""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V1""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""uniform gaussian""]}}}","482cff92c2f00265fc32b2381a5bafddbacb7273a038194388abb78fd384ff30","active",1
"S12.V2","S12.V2","S12_V2","geometry.quadform.b4264ce17c641b34","sampling.truncated.normal.4c48fa6150152e62","truth.gaussian.mixture.11e702effeb2a3ad","response.heteroskedastic.gaussian.5b23d1c90f252d83","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S12""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""dominant center side bumps""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V2""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""center-biased heteroskedastic""]}}}","d24edebb5b0fe964feb9f59dc85df62eb221338d5b8f3b780fc52d3925b7f80c","active",1
"S12.V3","S12.V3","S12_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.11e702effeb2a3ad","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S12""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""dominant center side bumps""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","3aaccc29157fa8cd135f20a2d0ebb88fab7661a4f3790e75cf2c05b7226f190e","active",1
"S13.V1","S13.V1","S13_V1","geometry.quadform.b4264ce17c641b34","sampling.uniform.interval.a664af5a729cb000","truth.gaussian.mixture.1cbcc16cea2cf7a2","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S13""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""two close plus distant""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V1""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""uniform gaussian""]}}}","5ca2e08c9cc90fca4d1da6dea5ad16aeb7f5a1990a17cdab1b94ff94b1f6224c","active",1
"S13.V2","S13.V2","S13_V2","geometry.quadform.b4264ce17c641b34","sampling.truncated.normal.4c48fa6150152e62","truth.gaussian.mixture.1cbcc16cea2cf7a2","response.heteroskedastic.gaussian.5b23d1c90f252d83","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S13""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""two close plus distant""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V2""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""center-biased heteroskedastic""]}}}","3a66ee8b03248e10f919bfe61d3090747fd3fb2a75fb904d200f958641d6d6f9","active",1
"S13.V3","S13.V3","S13_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.1cbcc16cea2cf7a2","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S13""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""two close plus distant""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","0e03f4d22ff6d41adb465a6703ef47a37e8701632c0108a4c6c9b63c0879e5c9","active",1
"S14.V1","S14.V1","S14_V1","geometry.quadform.b4264ce17c641b34","sampling.uniform.interval.a664af5a729cb000","truth.gaussian.mixture.89b3f1e43468fac0","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S14""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""narrow center spike""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V1""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""uniform gaussian""]}}}","2fce9371b6eb198f56caa9bea5b973f7cf21468838431c6e367b3e29d9626f17","active",1
"S14.V2","S14.V2","S14_V2","geometry.quadform.b4264ce17c641b34","sampling.truncated.normal.4c48fa6150152e62","truth.gaussian.mixture.89b3f1e43468fac0","response.heteroskedastic.gaussian.5b23d1c90f252d83","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S14""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""narrow center spike""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V2""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""center-biased heteroskedastic""]}}}","e19e1a96ce116ebed3d7dc74ab10be6fbdf708af4ec94d81457fb43b5b7ad856","active",1
"S14.V3","S14.V3","S14_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.89b3f1e43468fac0","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S14""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""narrow center spike""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","854fb0fcdacbfe7cef1f4ee5cac7c4619dfb4f8921a4a8e30cd9772386de3d5a","active",1
"S15.V1","S15.V1","S15_V1","geometry.quadform.b4264ce17c641b34","sampling.uniform.interval.a664af5a729cb000","truth.gaussian.mixture.4800428e86d6a8b5","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S15""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""left-heavy triple""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V1""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""uniform gaussian""]}}}","383bf954cd4840c140b2bec0604525fbfb0d868e18ba4ea53a8469f2c5a770e5","active",1
"S15.V2","S15.V2","S15_V2","geometry.quadform.b4264ce17c641b34","sampling.truncated.normal.4c48fa6150152e62","truth.gaussian.mixture.4800428e86d6a8b5","response.heteroskedastic.gaussian.5b23d1c90f252d83","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S15""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""left-heavy triple""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V2""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""center-biased heteroskedastic""]}}}","60e5be1af0e19ee198b3c982981e02364a9e280915adb9e7d74719752a7e32b0","active",1
"S15.V3","S15.V3","S15_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.4800428e86d6a8b5","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S15""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""left-heavy triple""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","a46096f0d44d71b90e3b55b07596e0b932496eea86aba10956acf98152dc62de","active",1
"S16.V1","S16.V1","S16_V1","geometry.quadform.b4264ce17c641b34","sampling.uniform.interval.a664af5a729cb000","truth.gaussian.mixture.c4fc9cc4e1b8e4d5","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S16""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""boundary interior boundary""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V1""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""uniform gaussian""]}}}","281893cd335c4ad7ec53395e0e03a57f4f6465d105c8d227baa11eea2d15fc04","active",1
"S16.V2","S16.V2","S16_V2","geometry.quadform.b4264ce17c641b34","sampling.truncated.normal.4c48fa6150152e62","truth.gaussian.mixture.c4fc9cc4e1b8e4d5","response.heteroskedastic.gaussian.5b23d1c90f252d83","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S16""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""boundary interior boundary""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V2""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""center-biased heteroskedastic""]}}}","283b84d3cf95513459ff179896a9d97bb29395edd3841273992b9336e580d1d2","active",1
"S16.V3","S16.V3","S16_V3","geometry.quadform.b4264ce17c641b34","sampling.gapped.uniform.b9f776812211bcab","truth.gaussian.mixture.c4fc9cc4e1b8e4d5","response.laplace.outlier.6f1f6c61f3c23a88","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.1d.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""shape.id"",""shape.name"",""variant.id"",""variant.name""],""values"":{""shape.id"":{""type"":""character"",""names"":null,""values"":[""S16""]},""shape.name"":{""type"":""character"",""names"":null,""values"":[""boundary interior boundary""]},""variant.id"":{""type"":""character"",""names"":null,""values"":[""V3""]},""variant.name"":{""type"":""character"",""names"":null,""values"":[""gap-biased laplace outliers""]}}}","bd4ec7cbaba0ab97350f010090469f7fc6eadc5f49964ae5a120d8a2da22790b","active",1
"ssrhe.flat.d2.v1","ssrhe.flat.d2.v1","ssrhe.flat.d2.v1","geometry.quadform.08a331c7f7c45ae0","sampling.uniform.box.b0a28e98671299b2","truth.named.ee5efaec90ec8b25","response.gaussian.4c22d3ba71f3da72","{""type"":""list"",""names"":[""seed.policy"",""source""],""values"":{""seed.policy"":{""type"":""character"",""names"":null,""values"":[""ssrhe.flat.v1""]},""source"":{""type"":""character"",""names"":null,""values"":[""ssrhe_order3_l1_validation_helpers.R""]}}}","{""type"":""list"",""names"":[""family"",""intrinsic.dim""],""values"":{""family"":{""type"":""character"",""names"":null,""values"":[""flat""]},""intrinsic.dim"":{""type"":""integer"",""names"":null,""values"":[2]}}}","c93a0ce69bd6a41addc5b2800f7e33f36843155ebfbeed7f630197d166cc012e","active",1
